 	ribo_5p
MSMEG_4154	2.6563
MSMEG_4155	0.4221
MSMEG_4156	0.1597
MSMEG_4157	0.5577
MSMEG_4158	0.1191
MSMEG_4159	0.3705
MSMEG_4160	0.235
MSMEG_4161	0.0502
MSMEG_4162	0.3606
MSMEG_4163	0.8694
MSMEG_4164	0.8255
MSMEG_4165	0.6651
MSMEG_4166	0.2846
MSMEG_4167	1.4839
MSMEG_4168	0.7442
MSMEG_4169	0.304
MSMEG_4170	0.1446
MSMEG_4171	0.1791
MSMEG_4172	0.9499
MSMEG_4173	0.4548
MSMEG_4174	1.0677
MSMEG_4175	1.6775
MSMEG_4176	1.0148
MSMEG_4178	0.5205
MSMEG_4179	0.137
MSMEG_4180	0.4384
MSMEG_4181	0.4507
MSMEG_4182	0.0445
MSMEG_4183	2.4191
MSMEG_4184	0.5157
MSMEG_4185	1.2273
MSMEG_4186	4.9704
MSMEG_4187	0.3632
MSMEG_4188	0.6106
MSMEG_4189	0.6947
MSMEG_4190	0.9483
MSMEG_4191	0.1237
MSMEG_4192	0.4229
MSMEG_4193	0.3855
MSMEG_4194	0.5171
MSMEG_4195	0.9396
MSMEG_4196	0.2536
MSMEG_4197	0.5898
MSMEG_4198	0.2983
MSMEG_4199	1.7273
MSMEG_4200	19.1479
MSMEG_4202	0.5592
MSMEG_4203	0.9262
MSMEG_4204	1.8984
MSMEG_4205	0.6426
MSMEG_4207	0.2441
MSMEG_4208	0.3466
MSMEG_4209	0.3093
MSMEG_4210	0.3754
MSMEG_4211	0.3621
MSMEG_4212	0.6681
MSMEG_4213	0.6376
MSMEG_4214	1.539
MSMEG_4215	0.1188
MSMEG_4216	0.224
MSMEG_4217	1.0713
MSMEG_4218	0.0716
MSMEG_4219	2.1853
MSMEG_4220	0.5398
MSMEG_4221	0.0677
MSMEG_4222	0.6908
MSMEG_4223	0.2316
MSMEG_4224	0.0347
MSMEG_4225	0.3541
MSMEG_4226	0.2983
MSMEG_4227	0.0982
MSMEG_4228	0.1306
MSMEG_4229	0.3273
MSMEG_4230	0.1621
MSMEG_4231	0.5736
MSMEG_4232	0.2991
MSMEG_4233	0.2499
MSMEG_4234	0.3908
MSMEG_4235	1.124
MSMEG_4236	0.0856
MSMEG_4237	3.9474
MSMEG_4238	0.9979
MSMEG_4239	0.7862
MSMEG_4240	0.6676
MSMEG_4241	0.0764
MSMEG_4242	13.4179
MSMEG_4243	0.5296
MSMEG_4244	4.2858
MSMEG_4245	0.2865
MSMEG_4246	0.4629
MSMEG_4247	0.2248
MSMEG_4248	0.9507
MSMEG_4249	0.501
MSMEG_4250	0.3441
MSMEG_4251	0.2553
MSMEG_4252	2.2456
MSMEG_4253	0.2021
MSMEG_4254	2.5284
MSMEG_4255	0.0817
MSMEG_4256	0.137
MSMEG_4257	1.1234
MSMEG_4258	4.5435
MSMEG_4259	1.7442
MSMEG_4260	7.8534
MSMEG_4261	0.2261
MSMEG_4262	0.0802
MSMEG_4263	0.2122
MSMEG_4264	0.2653
MSMEG_4265	0.1021
MSMEG_4266	0.317
MSMEG_4267	0.465
MSMEG_4268	2.1647
MSMEG_4269	1.3578
MSMEG_4270	1.3446
MSMEG_4271	0.3112
MSMEG_4272	1.0166
MSMEG_4273	2.9706
MSMEG_4274	0.1277
MSMEG_4275	0.4509
MSMEG_4276	1.8807
MSMEG_4277	0.2516
MSMEG_4278	2.9877
MSMEG_4279	0.7903
MSMEG_4280	0.3299
MSMEG_4281	2.7372
MSMEG_4282	0.5311
MSMEG_4283	0.7543
MSMEG_4284	0.4172
MSMEG_4285	0.5227
MSMEG_4286	1.5044
MSMEG_4287	1.6678
MSMEG_4288	0.6087
MSMEG_4289	0.0379
MSMEG_4290	0.9393
MSMEG_4291	2.1287
MSMEG_4292	1.2901
MSMEG_4293	0.1146
MSMEG_4294	0.6806
MSMEG_4295	0.3293
MSMEG_4296	0.1437
MSMEG_4297	0.9198
MSMEG_4298	3.0528
MSMEG_4299	0.6256
MSMEG_4300	0.1831
MSMEG_4301	0.713
MSMEG_4302	0.6259
MSMEG_4303	2.3146
MSMEG_4304	0.8167
MSMEG_4305	0.508
MSMEG_4306	0.6088
MSMEG_4307	0.809
MSMEG_4308	22.9744
MSMEG_4309	0.5534
MSMEG_4310	0.455
MSMEG_4311	0.2922
MSMEG_4313	0.5568
MSMEG_4314	0.1134
MSMEG_4315	0.1994
MSMEG_4316	1.5574
MSMEG_4317	0.2989
MSMEG_4318	0.3322
MSMEG_4320	0.3346
MSMEG_4321	0.5083
MSMEG_4322	0.6806
MSMEG_4323	1.5641
MSMEG_4324	0.3796
MSMEG_4325	1.0274
MSMEG_4326	0.9688
MSMEG_4327	0.3206
MSMEG_4328	0.0805
MSMEG_4329	0.6129
MSMEG_4330	0.3655
MSMEG_4331	1.3501
MSMEG_4332	0.4098
MSMEG_4333	2.832
MSMEG_4334	0.7879
MSMEG_4335	0.4238
MSMEG_4336	1.9207
MSMEG_4337	1.0401
MSMEG_4338	0.1611
MSMEG_4339	1.0701
MSMEG_4340	20.3846
MSMEG_4341	0.646
MSMEG_4342	0.254
MSMEG_4343	0.4092
MSMEG_4344	0.1003
MSMEG_4345	0.0772
MSMEG_4346	1.0972
MSMEG_4347	0.3969
MSMEG_4348	0.098
MSMEG_4349	0.8003
MSMEG_4350	0.5333
MSMEG_4351	0.968
MSMEG_4352	0.1895
MSMEG_4353	9.1745
MSMEG_4354	9.2779
MSMEG_4355	0.2706
MSMEG_4356	0.2211
MSMEG_4357	0.2516
MSMEG_4358	1.7707
MSMEG_4359	0.5449
MSMEG_4360	0.297
MSMEG_4361	0.6403
MSMEG_4362	0.6425
MSMEG_4363	0.5401
MSMEG_4364	0.3327
MSMEG_4365	0.539
MSMEG_4366	0.2932
MSMEG_4367	0.431
MSMEG_4368	0.7693
MSMEG_4369	0.3005
MSMEG_4370	0.7904
MSMEG_4371	0.3927
MSMEG_4372	0.9063
MSMEG_4373	0.452
MSMEG_4374	0.5398
MSMEG_4375	0.524
MSMEG_4376	0.2608
MSMEG_4377	0.4321
MSMEG_4378	0.6066
MSMEG_4379	5.7032
MSMEG_4380	0.0583
MSMEG_4381	1.4349
MSMEG_4382	0.9559
MSMEG_4383	0.0789
MSMEG_4384	1.6051
MSMEG_4385	0.2437
MSMEG_4386	0.6501
MSMEG_4387	0.2858
MSMEG_4388	0.4303
MSMEG_4389	1.792
MSMEG_4390	0.4956
MSMEG_4391	1.0613
MSMEG_4392	0.7059
MSMEG_4393	0.623
MSMEG_4394	0.8164
MSMEG_4395	0.2616
MSMEG_4396	1.2033
MSMEG_4397	0.2894
MSMEG_4398	0.1938
MSMEG_4399	0.6273
MSMEG_4400	0.3284
MSMEG_4401	0.8146
MSMEG_4402	0.3391
MSMEG_4403	0.2577
MSMEG_4404	1.0
MSMEG_4405	0.4304
MSMEG_4406	0.3618
MSMEG_4407	0.1314
MSMEG_4408	1.4011
MSMEG_4409	0.1415
MSMEG_4410	0.5874
MSMEG_4411	0.5613
MSMEG_4412	1.7871
MSMEG_4413	0.2456
MSMEG_4414	0.5339
MSMEG_4415	0.3885
MSMEG_4416	0.4121
MSMEG_4417	0.8518
MSMEG_4418	0.7843
MSMEG_4419	0.9182
MSMEG_4420	0.5383
MSMEG_4421	0.7653
MSMEG_4422	0.2425
MSMEG_4423	0.3426
MSMEG_4424	0.729
MSMEG_4425	0.7858
MSMEG_4426	0.5852
MSMEG_4427	0.4978
MSMEG_4428	0.272
MSMEG_4429	0.4162
MSMEG_4430	0.2402
MSMEG_4431	0.7059
MSMEG_4432	0.3067
MSMEG_4433	0.4741
MSMEG_4434	0.5184
MSMEG_4435	0.1685
MSMEG_4436	0.813
MSMEG_4437	0.2575
MSMEG_4438	0.2225
MSMEG_4439	0.3374
MSMEG_4440	0.4325
MSMEG_4441	0.4667
MSMEG_4442	0.5669
MSMEG_4443	0.536
MSMEG_4444	0.5491
MSMEG_4445	0.5039
MSMEG_4447	18.9438
MSMEG_4448	0.263
MSMEG_4449	0.7425
MSMEG_4450	2.6568
MSMEG_4451	0.4775
MSMEG_4453	0.5367
MSMEG_4454	0.5162
MSMEG_4455	0.4203
MSMEG_4456	2.1888
MSMEG_4457	0.6603
MSMEG_4458	0.558
MSMEG_4459	0.3853
MSMEG_4460	0.5605
MSMEG_4461	0.3229
MSMEG_4462	0.8393
MSMEG_4463	0.5417
MSMEG_4464	0.1285
MSMEG_4465	1.5353
MSMEG_4466	0.5106
MSMEG_4467	0.2748
MSMEG_4468	0.221
MSMEG_4469	0.2567
MSMEG_4470	7.4056
MSMEG_4471	0.3913
MSMEG_4472	0.359
MSMEG_4473	1.4914
MSMEG_4474	2.0024
MSMEG_4475	0.3468
MSMEG_4476	1.8409
MSMEG_4477	1.7582
MSMEG_4479	1.115
MSMEG_4480	1.1167
MSMEG_4481	0.4685
MSMEG_4482	0.1359
MSMEG_4483	0.8745
MSMEG_4484	2.7255
MSMEG_4485	1.2211
MSMEG_4486	0.7156
MSMEG_4487	0.4952
MSMEG_4488	0.2637
MSMEG_4489	0.3333
MSMEG_4490	0.9262
MSMEG_4491	2.3249
MSMEG_4492	0.494
MSMEG_4493	0.2495
MSMEG_4494	0.3739
MSMEG_4495	0.2138
MSMEG_4496	0.4173
MSMEG_4497	0.1729
MSMEG_4498	0.0219
MSMEG_4499	1.9261
MSMEG_4500	0.9871
MSMEG_4501	0.0826
MSMEG_4502	0.293
MSMEG_4503	0.1768
MSMEG_4504	0.7119
MSMEG_4505	0.7515
MSMEG_4506	3.6484
MSMEG_4507	0.4045
MSMEG_4508	0.4041
MSMEG_4509	0.3594
MSMEG_4510	0.1998
MSMEG_4511	0.4824
MSMEG_4512	0.4206
MSMEG_4513	0.2514
MSMEG_4514	0.4245
MSMEG_4515	1.6844
MSMEG_4516	0.9549
MSMEG_4517	0.5425
MSMEG_4518	0.9644
MSMEG_4519	0.3938
MSMEG_4520	0.3349
MSMEG_4521	0.7553
MSMEG_4522	0.2235
MSMEG_4523	0.4299
MSMEG_4524	0.0684
MSMEG_4525	10.3407
MSMEG_4526	0.1723
MSMEG_4527	0.5171
MSMEG_4528	0.9473
MSMEG_4529	0.5684
MSMEG_4530	0.9963
MSMEG_4531	0.7401
MSMEG_4532	0.3144
MSMEG_4533	0.3548
MSMEG_4534	33.9995
MSMEG_4535	14.0586
MSMEG_4536	0.8759
MSMEG_4537	0.5829
MSMEG_4538	0.2076
MSMEG_4539	0.2703
MSMEG_4540	0.1804
MSMEG_4541	0.1098
MSMEG_4542	0.6977
MSMEG_4543	0.5706
MSMEG_4544	1.0312
MSMEG_4545	0.6739
MSMEG_4547	0.698
MSMEG_4548	0.3772
MSMEG_4549	0.7752
MSMEG_4550	0.6225
MSMEG_4551	0.6266
MSMEG_4552	0.5944
MSMEG_4553	1.2127
MSMEG_4554	0.1801
MSMEG_4555	0.033
MSMEG_4556	0.3289
MSMEG_4557	0.1239
MSMEG_4558	10.4409
MSMEG_4559	0.1365
MSMEG_4560	0.1715
MSMEG_4561	0.215
MSMEG_4563	0.3926
MSMEG_4564	0.3973
MSMEG_4565	0.4067
MSMEG_4567	0.4833
MSMEG_4568	1.7438
MSMEG_4569	0.4609
MSMEG_4570	0.2869
MSMEG_4571	1.2586
MSMEG_4572	2.1706
MSMEG_4573	0.6369
MSMEG_4574	0.7566
MSMEG_4575	0.1104
MSMEG_4576	0.5699
MSMEG_4577	0.1903
MSMEG_4578	0.3359
MSMEG_4579	0.4172
MSMEG_4580	1.6446
MSMEG_4581	0.5432
MSMEG_4582	0.1717
MSMEG_4583	0.257
MSMEG_4584	7.9719
MSMEG_4585	1.548
MSMEG_4586	0.4674
MSMEG_4587	0.2939
MSMEG_4588	0.3906
MSMEG_4589	2.1929
MSMEG_4590	0.6269
MSMEG_4591	0.5107
MSMEG_4592	0.6456
MSMEG_4593	0.0893
MSMEG_4594	0.2268
MSMEG_4595	0.263
MSMEG_4596	0.1528
MSMEG_4597	0.2156
MSMEG_4598	0.2203
MSMEG_4599	0.299
MSMEG_4600	0.4272
MSMEG_4601	0.5797
MSMEG_4602	0.3018
MSMEG_4604	0.1958
MSMEG_4606	0.059
MSMEG_4607	0.9544
MSMEG_4608	1.0534
MSMEG_4609	0.7726
MSMEG_4610	0.8255
MSMEG_4611	0.8027
MSMEG_4613	0.2276
MSMEG_4614	0.0959
MSMEG_4617	5.9929
MSMEG_4618	3.936
MSMEG_4619	0.6112
MSMEG_4620	0.4099
MSMEG_4621	0.3028
MSMEG_4622	2.3965
MSMEG_4623	0.1283
MSMEG_4624	0.441
MSMEG_4625	1.2626
MSMEG_4626	0.2553
MSMEG_4627	0.4663
MSMEG_4628	0.2036
MSMEG_4630	3.7636
MSMEG_4631	0.7025
MSMEG_4632	1.564
MSMEG_4633	2.7466
MSMEG_4634	0.5058
MSMEG_4635	0.3567
MSMEG_4636	0.1704
MSMEG_4637	0.8161
MSMEG_4638	0.5879
MSMEG_4639	0.4272
MSMEG_4640	0.3936
MSMEG_4641	0.9127
MSMEG_4642	0.3343
MSMEG_4643	0.6641
MSMEG_4644	0.466
MSMEG_4645	0.289
MSMEG_4646	1.1399
MSMEG_4647	0.3904
MSMEG_4648	0.6452
MSMEG_4649	1.0627
MSMEG_4650	1.4897
MSMEG_4651	0.6265
MSMEG_4652	2.103
MSMEG_4653	0.2436
MSMEG_4654	2.4664
MSMEG_4655	1.25
MSMEG_4656	0.3396
MSMEG_4657	0.3129
MSMEG_4658	0.4223
MSMEG_4659	0.976
MSMEG_4660	0.4231
MSMEG_4661	0.439
MSMEG_4662	0.4081
MSMEG_4663	1.424
MSMEG_4664	0.8276
MSMEG_4665	0.1476
MSMEG_4666	0.4176
MSMEG_4667	1.1815
MSMEG_4668	1.9316
MSMEG_4669	0.3941
MSMEG_4670	0.0727
MSMEG_4671	0.4871
MSMEG_4672	0.3492
MSMEG_4673	0.5087
MSMEG_4674	2.3589
MSMEG_4677	0.1398
MSMEG_4678	0.4868
MSMEG_4679	0.2215
MSMEG_4680	0.2288
MSMEG_4681	9.9359
MSMEG_4682	0.5634
MSMEG_4683	0.3426
MSMEG_4684	5.0339
MSMEG_4685	0.4132
MSMEG_4686	1.0833
MSMEG_4687	0.5971
MSMEG_4688	0.6944
MSMEG_4689	0.4098
MSMEG_4690	0.6356
MSMEG_4691	0.0803
MSMEG_4692	0.589
MSMEG_4693	1.5812
MSMEG_4694	0.714
MSMEG_4695	2.5941
MSMEG_4696	0.278
MSMEG_4697	0.1293
MSMEG_4698	0.314
MSMEG_4699	0.1571
MSMEG_4700	1.5519
MSMEG_4701	0.2979
MSMEG_4702	1.7562
MSMEG_4703	0.1759
MSMEG_4704	0.2973
MSMEG_4705	0.2924
MSMEG_4707	1.9781
MSMEG_4708	1.5339
MSMEG_4709	0.3906
MSMEG_4710	0.3675
MSMEG_4711	1.3473
MSMEG_4712	1.2989
MSMEG_4713	0.4562
MSMEG_4714	0.3541
MSMEG_4715	0.4891
MSMEG_4716	0.1344
MSMEG_4717	0.7865
MSMEG_4718	0.4414
MSMEG_4719	0.2411
MSMEG_4720	8.1302
MSMEG_4721	0.9794
MSMEG_4722	3.8125
MSMEG_4723	0.5134
MSMEG_4724	3.8564
MSMEG_4726	0.3177
MSMEG_4727	0.8895
MSMEG_4728	0.5045
MSMEG_4729	0.1957
MSMEG_4730	0.3358
MSMEG_4731	0.4648
MSMEG_4732	0.1155
MSMEG_4733	0.478
MSMEG_4734	0.2293
MSMEG_4735	0.0788
MSMEG_4736	0.2062
MSMEG_4737	0.0447
MSMEG_4738	0.251
MSMEG_4739	3.4101
MSMEG_4740	0.2491
MSMEG_4741	0.548
MSMEG_4742	0.8606
MSMEG_4743	0.671
MSMEG_4744	0.1533
MSMEG_4745	0.5292
MSMEG_4747	0.3759
MSMEG_4748	0.16
MSMEG_4749	0.374
MSMEG_4750	0.1819
MSMEG_4751	0.5665
MSMEG_4752	2.5932
MSMEG_4753	0.404
MSMEG_4754	0.2981
MSMEG_4755	0.2344
MSMEG_4756	1.76
MSMEG_4757	0.8363
MSMEG_4758	0.2774
MSMEG_4759	0.2187
MSMEG_4760	0.5298
MSMEG_4761	0.5501
MSMEG_4762	0.464
MSMEG_4763	0.3024
MSMEG_4764	0.5299
MSMEG_4765	9.3631
MSMEG_4766	0.3273
MSMEG_4767	1.0699
MSMEG_4768	0.3588
MSMEG_4769	0.1104
MSMEG_4770	0.1248
MSMEG_4771	0.7894
MSMEG_4772	0.3237
MSMEG_4773	2.3937
MSMEG_4774	0.3005
MSMEG_4775	0.5412
MSMEG_4776	1.1492
MSMEG_4777	1.3589
MSMEG_4778	0.7666
MSMEG_4779	0.5234
MSMEG_4780	1.2552
MSMEG_4781	0.6674
MSMEG_4782	0.8779
MSMEG_4783	1.5159
MSMEG_4784	1.4417
MSMEG_4785	0.548
MSMEG_4786	0.333
MSMEG_4787	0.2809
MSMEG_4788	0.2913
MSMEG_4789	1.0
MSMEG_4790	0.3989
MSMEG_4791	0.2468
MSMEG_4792	0.2627
MSMEG_4793	0.3777
MSMEG_4794	0.807
MSMEG_4795	0.1585
MSMEG_4796	0.6909
MSMEG_4797	0.3921
MSMEG_4798	0.8424
MSMEG_4799	0.4132
MSMEG_4800	0.9038
MSMEG_4801	0.4814
MSMEG_4802	0.4283
MSMEG_4803	0.3952
MSMEG_4804	0.7127
MSMEG_4805	0.2404
MSMEG_4806	0.7616
MSMEG_4807	0.1938
MSMEG_4808	0.4324
MSMEG_4809	0.3554
MSMEG_4810	0.3649
MSMEG_4811	5.1051
MSMEG_4812	0.5433
MSMEG_4813	0.3481
MSMEG_4814	0.1693
MSMEG_4815	0.3126
MSMEG_4816	0.5773
MSMEG_4817	0.2075
MSMEG_4818	0.3357
MSMEG_4819	0.7208
MSMEG_4820	0.1761
MSMEG_4821	0.5394
MSMEG_4822	0.249
MSMEG_4823	0.2941
MSMEG_4824	0.645
MSMEG_4825	0.3994
MSMEG_4826	1.2261
MSMEG_4827	0.6395
MSMEG_4828	0.5438
MSMEG_4829	0.4867
MSMEG_4830	0.8563
MSMEG_4831	0.2691
MSMEG_4832	0.7824
MSMEG_4833	0.5765
MSMEG_4834	1.7803
MSMEG_4835	0.5801
MSMEG_4836	0.5235
MSMEG_4837	0.5686
MSMEG_4838	0.5711
MSMEG_4839	1.5234
MSMEG_4840	0.2546
MSMEG_4841	0.347
MSMEG_4842	0.5128
MSMEG_4843	0.9882
MSMEG_4844	0.3671
MSMEG_4845	0.8503
MSMEG_4846	0.2473
MSMEG_4847	1.3329
MSMEG_4848	0.1369
MSMEG_4849	0.5097
MSMEG_4850	0.3262
MSMEG_4851	0.2653
MSMEG_4852	0.3375
MSMEG_4853	0.7393
MSMEG_4854	0.3791
MSMEG_4855	0.6872
MSMEG_4856	0.3115
MSMEG_4857	0.1861
MSMEG_4858	1.3573
MSMEG_4859	0.3941
MSMEG_4860	0.447
MSMEG_4861	0.5506
MSMEG_4862	0.2548
MSMEG_4863	0.7369
MSMEG_4864	0.5654
MSMEG_4865	0.3502
MSMEG_4866	0.5907
MSMEG_4867	0.7248
MSMEG_4868	2.1856
MSMEG_4869	0.7467
MSMEG_4870	0.46
MSMEG_4871	0.4571
MSMEG_4872	0.4398
MSMEG_4873	0.408
MSMEG_4874	0.4216
MSMEG_4875	0.8764
MSMEG_4876	0.7112
MSMEG_4877	0.1975
MSMEG_4878	3.0732
MSMEG_4879	0.4384
MSMEG_4880	0.319
MSMEG_4881	0.5318
MSMEG_4882	0.3365
MSMEG_4883	0.3742
MSMEG_4884	1.0532
MSMEG_4885	0.8947
MSMEG_4886	0.3195
MSMEG_4887	0.7044
MSMEG_4888	1.0797
MSMEG_4889	0.486
MSMEG_4890	0.2098
MSMEG_4891	1.4513
MSMEG_4892	0.3226
MSMEG_4893	1.1148
MSMEG_4894	0.9401
MSMEG_4895	0.3416
MSMEG_4896	1.398
MSMEG_4898	1.1667
MSMEG_4899	0.2047
MSMEG_4900	0.4102
MSMEG_4901	0.2683
MSMEG_4902	1.5133
MSMEG_4903	0.291
MSMEG_4904	0.1801
MSMEG_4905	0.4541
MSMEG_4906	2.0062
MSMEG_4907	0.428
MSMEG_4908	0.2183
MSMEG_4909	0.3129
MSMEG_4910	30.333
MSMEG_4911	2.9256
MSMEG_4912	0.2192
MSMEG_4913	0.1879
MSMEG_4914	0.4839
MSMEG_4915	3.8227
MSMEG_4916	0.5068
MSMEG_4917	0.4155
MSMEG_4918	0.5451
MSMEG_4919	0.176
MSMEG_4920	0.1665
MSMEG_4921	6.2265
MSMEG_4922	0.1448
MSMEG_4923	4.9148
MSMEG_4924	0.3851
MSMEG_4925	0.1636
MSMEG_4926	0.0724
MSMEG_4927	0.6938
MSMEG_4928	0.2372
MSMEG_4932	3.2777
MSMEG_4933	1.2153
MSMEG_4934	0.9017
MSMEG_4935	0.1681
MSMEG_4936	0.9839
MSMEG_4937	0.3258
MSMEG_4938	0.4831
MSMEG_4939	0.2128
MSMEG_4940	0.0852
MSMEG_4941	0.9008
MSMEG_4942	0.9713
MSMEG_4943	1.0462
MSMEG_4944	0.9422
MSMEG_4945	0.1125
MSMEG_4946	0.0055
MSMEG_4947	0.4243
MSMEG_4948	1.0283
MSMEG_4949	0.2102
MSMEG_4950	0.3853
MSMEG_4951	1.4671
MSMEG_4952	0.4525
MSMEG_4953	0.2429
MSMEG_4954	0.4895
MSMEG_4955	0.2798
MSMEG_4956	0.5821
MSMEG_4957	0.6241
MSMEG_4958	0.3531
MSMEG_4959	1.1666
MSMEG_4961	0.3322
MSMEG_4962	0.5866
MSMEG_4963	0.2075
MSMEG_4964	2.3564
MSMEG_4965	0.6384
MSMEG_4966	0.0945
MSMEG_4967	5.1146
MSMEG_4968	0.7794
MSMEG_4969	0.4857
MSMEG_4970	0.4478
MSMEG_4971	0.1867
MSMEG_4972	3.3177
MSMEG_4973	0.6463
MSMEG_4974	0.481
MSMEG_4975	0.3526
MSMEG_4976	1.1762
MSMEG_4977	0.6453
MSMEG_4978	0.2441
MSMEG_4979	0.2851
MSMEG_4980	0.4748
MSMEG_4981	0.1804
MSMEG_4982	0.4447
MSMEG_4983	1.7675
MSMEG_4984	0.1298
MSMEG_4985	2.6505
MSMEG_4986	0.2931
MSMEG_4987	0.3272
MSMEG_4988	0.1877
MSMEG_4989	0.3836
MSMEG_4990	0.3236
MSMEG_4991	1.3844
MSMEG_4992	0.1153
MSMEG_4993	3.5019
MSMEG_4994	0.0931
MSMEG_4995	2.8578
MSMEG_4996	0.6121
MSMEG_4997	0.2852
MSMEG_4998	0.7282
MSMEG_4999	1.0962
MSMEG_5000	0.8205
MSMEG_5001	0.3995
MSMEG_5002	0.2702
MSMEG_5003	2.864
MSMEG_5004	0.0979
MSMEG_5005	0.2257
MSMEG_5006	1.5854
MSMEG_5007	2.7262
MSMEG_5008	1.4495
MSMEG_5009	0.4944
MSMEG_5010	1.614
MSMEG_5011	12.1468
MSMEG_5012	0.6116
MSMEG_5013	0.7718
MSMEG_5014	0.1809
MSMEG_5015	0.2339
MSMEG_5016	0.1126
MSMEG_5017	0.826
MSMEG_5018	1.9976
MSMEG_5019	0.1735
MSMEG_5020	0.6883
MSMEG_5021	3.2792
MSMEG_5022	0.6212
MSMEG_5023	2.3834
MSMEG_5024	0.2262
MSMEG_5025	1.4772
MSMEG_5026	0.3391
MSMEG_5027	3.0661
MSMEG_5028	0.6006
MSMEG_5029	1.5086
MSMEG_5030	0.3184
MSMEG_5031	2.1838
MSMEG_5032	6.7523
MSMEG_5034	0.5212
MSMEG_5035	0.3893
MSMEG_5036	0.2636
MSMEG_5037	1.1854
MSMEG_5038	1.8285
MSMEG_5039	0.201
MSMEG_5040	0.3924
MSMEG_5041	0.3018
MSMEG_5042	11.7076
MSMEG_5043	0.9568
MSMEG_5044	1.8047
MSMEG_5045	0.1332
MSMEG_5046	0.1203
MSMEG_5047	1.2836
MSMEG_5048	0.4392
MSMEG_5049	1.5335
MSMEG_5050	2.7794
MSMEG_5051	0.0583
MSMEG_5052	0.5174
MSMEG_5053	0.6553
MSMEG_5054	0.1171
MSMEG_5055	4.2027
MSMEG_5056	1.1308
MSMEG_5057	0.2379
MSMEG_5058	0.3047
MSMEG_5059	0.1715
MSMEG_5060	0.1784
MSMEG_5061	0.8841
MSMEG_5062	1.1388
MSMEG_5063	9.5772
MSMEG_5064	1.0413
MSMEG_5065	1.2718
MSMEG_5066	0.2694
MSMEG_5067	0.1727
MSMEG_5068	0.7089
MSMEG_5069	0.1599
MSMEG_5070	0.221
MSMEG_5071	0.3592
MSMEG_5072	7.1768
MSMEG_5073	8.342
MSMEG_5074	0.168
MSMEG_5075	1.1148
MSMEG_5076	0.3228
MSMEG_5077	0.703
MSMEG_5078	1.4836
MSMEG_5079	0.2046
MSMEG_5080	4.2482
MSMEG_5081	1.2094
MSMEG_5082	0.2062
MSMEG_5083	2.9116
MSMEG_5084	0.3013
MSMEG_5085	0.2201
MSMEG_5086	0.194
MSMEG_5087	13.1953
MSMEG_5088	4.5335
MSMEG_5089	1.0769
MSMEG_5090	0.3725
MSMEG_5091	0.2838
MSMEG_5092	0.0705
MSMEG_5093	0.0264
MSMEG_5094	0.1743
MSMEG_5095	0.8964
MSMEG_5096	0.3827
MSMEG_5097	0.4453
MSMEG_5098	0.4197
MSMEG_5099	0.6029
MSMEG_5100	0.9077
MSMEG_5101	1.7684
MSMEG_5102	0.565
MSMEG_5103	8.2867
MSMEG_5104	8.8873
MSMEG_5105	0.3058
MSMEG_5106	0.7638
MSMEG_5107	0.3646
MSMEG_5108	0.6417
MSMEG_5109	2.5633
MSMEG_5110	0.2637
MSMEG_5111	0.6968
MSMEG_5112	0.3501
MSMEG_5114	2.6087
MSMEG_5115	0.2001
MSMEG_5116	7.3835
MSMEG_5117	0.3661
MSMEG_5118	0.9075
MSMEG_5119	13.1117
MSMEG_5120	3.2029
MSMEG_5121	0.274
MSMEG_5122	0.928
MSMEG_5124	1.0194
MSMEG_5125	0.375
MSMEG_5126	2.2358
MSMEG_5127	0.4646
MSMEG_5128	1.2875
MSMEG_5129	0.0903
MSMEG_5130	0.4996
MSMEG_5131	0.8392
MSMEG_5132	0.1038
MSMEG_5133	0.1717
MSMEG_5134	0.0255
MSMEG_5135	0.4351
MSMEG_5136	3.4242
MSMEG_5137	0.2717
MSMEG_5138	0.6795
MSMEG_5139	0.8783
MSMEG_5140	0.3291
MSMEG_5141	0.1914
MSMEG_5142	0.3758
MSMEG_5143	0.4619
MSMEG_5144	1.8055
MSMEG_5145	0.7969
MSMEG_5146	0.2096
MSMEG_5147	0.4003
MSMEG_5148	0.2354
MSMEG_5149	0.2768
MSMEG_5150	8.7069
MSMEG_5151	3.0595
MSMEG_5152	0.4642
MSMEG_5153	0.3762
MSMEG_5154	18.9547
MSMEG_5155	0.9421
MSMEG_5156	0.8142
MSMEG_5157	0.5971
MSMEG_5158	0.2955
MSMEG_5159	0.1982
MSMEG_5160	0.3469
MSMEG_5161	0.1817
MSMEG_5162	0.7314
MSMEG_5163	1.5093
MSMEG_5164	0.6845
MSMEG_5165	0.1768
MSMEG_5166	0.1716
MSMEG_5167	0.2597
MSMEG_5168	0.0979
MSMEG_5169	1.5812
MSMEG_5170	2.3074
MSMEG_5171	0.8412
MSMEG_5172	0.3307
MSMEG_5173	0.6925
MSMEG_5174	2.4145
MSMEG_5175	4.2424
MSMEG_5176	0.3278
MSMEG_5177	0.6175
MSMEG_5178	1.9309
MSMEG_5179	0.4951
MSMEG_5180	15.172
MSMEG_5181	0.1514
MSMEG_5182	0.6203
MSMEG_5183	0.388
MSMEG_5184	1.5486
MSMEG_5185	4.0953
MSMEG_5186	0.0525
MSMEG_5187	1.7018
MSMEG_5188	0.2816
MSMEG_5189	1.2062
